Navire,IMO,Type,Port,Date_arrivee_rade,Date_depart_rade,Duree_en_rade,Duree_en_rade_heures,Raison,Jauge_brute_GT,Longueur_LOA_m,Tirant_eau_m,Navires_en_attente_rade,Indice_congestion_port,Conditions_meteo,Poste_a_quai_assigne,Jour_semaine,Mois,Annee
Vraquier Synth-129,IMO9600128,Vraquier,Port d'Alger,2022-11-06 18:30,2022-11-16 05:52,227h22,227.36666666666667,Avarie technique nécessitant expertise,38094,211.75,13.88,9,0.7,Beau temps,Q11,Dimanche,11,2022
Pétrolier Synth-130,IMO9600129,Pétrolier,Port d'Alger,2023-02-04 07:25,2023-02-14 11:19,243h54,243.9,Encombrement quai sévère,32526,165.91,8.71,14,0.8,Vent fort,Q2,Samedi,2,2023
Vraquier Synth-131,IMO9600130,Vraquier,Port d'Alger,2023-03-23 05:25,2023-04-05 16:07,322h42,322.7,Attente silo disponible (saturation),62816,147.23,10.62,15,0.74,Beau temps,Q7,Jeudi,3,2023
Vraquier Synth-132,IMO9600131,Vraquier,Port d'Alger,2024-04-21 06:50,2024-05-03 09:20,290h30,290.5,Encombrement quai sévère,21801,159.93,8.27,12,0.7,Mer agitée,Q11,Dimanche,4,2024
Porte-conteneurs Synth-133,IMO9600132,Porte-conteneurs,Port d'Alger,2023-07-16 18:50,2023-07-23 10:51,160h01,160.01666666666668,Panne grue portuaire majeure,50452,303.24,16.54,22,0.84,Beau temps,Q10,Dimanche,7,2023
Porte-conteneurs Synth-134,IMO9600133,Porte-conteneurs,Port d'Alger,2024-02-26 00:15,2024-03-11 03:08,338h53,338.8833333333333,Attente silo disponible (saturation),114780,314.03,20.0,22,0.84,Vent fort,Q9,Lundi,2,2024
Pétrolier Synth-135,IMO9600134,Pétrolier,Port d'Alger,2024-10-16 04:00,2024-10-25 01:46,213h46,213.76666666666668,Attente silo disponible (saturation),29682,224.33,16.79,16,0.7,Houle,Q9,Mercredi,10,2024
Vraquier Synth-136,IMO9600135,Vraquier,Port d'Alger,2023-02-14 19:40,2023-02-26 15:52,284h12,284.2,Encombrement quai sévère,76044,145.88,8.74,25,0.83,Beau temps,Q10,Mardi,2,2023
Roulier Synth-137,IMO9600136,Roulier (Ro-Ro),Port d'Alger,2024-03-08 11:25,2024-03-15 19:42,176h17,176.28333333333333,Tempête majeure / Fermeture du port,8270,128.48,6.88,9,0.7,Mer agitée,Q9,Vendredi,3,2024
Céréalier Synth-138,IMO9600137,Céréalier,Port d'Alger,2022-06-13 08:15,2022-06-24 11:35,267h20,267.3333333333333,Saturation totale du port,11867,192.49,10.37,19,0.74,Vent fort,Q6,Lundi,6,2022
Porte-conteneurs Synth-139,IMO9600138,Porte-conteneurs,Port d'Alger,2023-01-12 07:15,2023-01-23 06:01,262h46,262.76666666666665,Tempête majeure / Fermeture du port,129291,158.81,10.07,16,0.74,Vent fort,Q11,Jeudi,1,2023
Céréalier Synth-140,IMO9600139,Céréalier,Port d'Alger,2022-03-06 16:50,2022-03-16 23:17,246h27,246.45,Attente prolongée poste à quai,33809,166.92,10.64,10,0.7,Vent fort,Q7,Dimanche,3,2022
Vraquier Synth-141,IMO9600140,Vraquier,Port d'Alger,2024-02-18 16:00,2024-02-28 00:09,224h09,224.15,Tempête majeure / Fermeture du port,55584,180.79,11.83,17,0.8,Houle,Q8,Dimanche,2,2024
Roulier Synth-142,IMO9600141,Roulier (Ro-Ro),Port d'Alger,2024-04-24 11:35,2024-05-09 04:59,353h24,353.4,Tempête majeure / Fermeture du port,33833,151.58,10.56,17,0.75,Vent fort,Q2,Mercredi,4,2024
Vraquier Synth-143,IMO9600142,Vraquier,Port d'Alger,2022-08-25 02:35,2022-08-31 17:17,158h42,158.7,Avarie technique nécessitant expertise,9990,134.84,7.6,14,0.7,Mer agitée,Q9,Jeudi,8,2022
Vraquier Synth-144,IMO9600143,Vraquier,Port d'Alger,2024-10-06 17:55,2024-10-12 14:15,140h20,140.33333333333334,Attente silo disponible (saturation),67272,165.6,11.69,11,0.7,Vent fort,Q11,Dimanche,10,2024
Vraquier Synth-145,IMO9600144,Vraquier,Port d'Alger,2024-04-30 00:55,2024-05-13 11:37,322h42,322.7,Attente prolongée poste à quai,8389,132.61,7.73,10,0.7,Mer agitée,Q9,Mardi,4,2024
Pétrolier Synth-146,IMO9600145,Pétrolier,Port d'Alger,2024-03-09 19:35,2024-03-15 07:26,131h51,131.85,Saturation totale du port,51144,167.18,10.78,8,0.7,Beau temps,Q11,Samedi,3,2024
Pétrolier Synth-147,IMO9600146,Pétrolier,Port d'Alger,2024-03-20 10:15,2024-04-02 22:58,324h43,324.71666666666664,Tempête majeure / Fermeture du port,53666,203.0,14.14,17,0.83,Vent fort,Q5,Mercredi,3,2024
Vraquier Synth-148,IMO9600147,Vraquier,Port d'Alger,2022-07-10 10:15,2022-07-18 11:40,193h25,193.41666666666666,Attente silo disponible (saturation),48067,126.98,7.63,15,0.7,Beau temps,Q12,Dimanche,7,2022
Cimentier Synth-149,IMO9600148,Cimentier,Port d'Alger,2023-07-17 16:30,2023-07-29 05:30,277h00,277.0,Tempête majeure / Fermeture du port,22630,155.59,9.49,12,0.7,Vent fort,Q4,Lundi,7,2023
Roulier Synth-150,IMO9600149,Roulier (Ro-Ro),Port d'Alger,2024-07-18 18:55,2024-07-25 08:30,157h35,157.58333333333334,Attente prolongée poste à quai,11353,189.22,12.86,10,0.7,Brouillard,Q3,Jeudi,7,2024
